Country,Date,Volume
Argentina,1/19/2016,5
Argentina,1/19/2017,5
Argentina,1/19/2018,254
Argentina,1/19/2019,43
Argentina,1/2/2016,3
Argentina,1/2/2017,0
Argentina,1/2/2018,439
Argentina,1/2/2019,117
Argentina,1/20/2016,1
Argentina,1/20/2017,5
Argentina,1/20/2018,373
Argentina,1/20/2019,99
Argentina,1/21/2016,0
Argentina,1/21/2017,1
Argentina,1/21/2018,459
Argentina,1/21/2019,81
Argentina,1/22/2016,4
Argentina,1/22/2017,2
Argentina,1/22/2018,396
Argentina,1/22/2019,72
Argentina,1/23/2016,4
Argentina,1/23/2017,6
Argentina,1/23/2018,281
Argentina,1/23/2019,46
Argentina,1/24/2016,2
Argentina,1/24/2017,4
Argentina,1/24/2018,198
Argentina,1/24/2019,32
Argentina,1/25/2016,1
Argentina,1/25/2017,4
Argentina,1/25/2018,186
Argentina,1/25/2019,26
Argentina,1/26/2016,7
Argentina,1/26/2017,2
Argentina,1/26/2018,202
Argentina,1/26/2019,47
Argentina,1/27/2016,8
Argentina,1/27/2017,2
Argentina,1/27/2018,223
Argentina,1/27/2019,36
Argentina,1/28/2016,4
Argentina,1/28/2017,1
Argentina,1/28/2018,299
Argentina,1/28/2019,56
Argentina,1/29/2016,4
Argentina,1/29/2017,1
Argentina,1/29/2018,2055
Argentina,1/29/2019,69
Argentina,1/3/2016,3
Argentina,1/3/2017,7
Argentina,1/3/2018,295
Argentina,1/3/2019,110
Argentina,1/30/2016,2
Argentina,1/30/2017,2
Argentina,1/30/2018,451
Argentina,1/30/2019,76
Argentina,1/31/2016,2
Argentina,1/31/2017,1
Argentina,1/31/2018,231
Argentina,1/31/2019,74
Argentina,1/4/2016,4
Argentina,1/4/2017,9
Argentina,1/4/2018,150
Argentina,1/4/2019,55
Argentina,1/5/2016,1
Argentina,1/5/2017,0
Argentina,1/5/2018,79
Argentina,1/5/2019,82
Argentina,1/6/2016,2
Argentina,1/6/2017,2
Argentina,1/6/2018,51
Argentina,1/6/2019,38
Argentina,1/7/2016,7
Argentina,1/7/2017,4
Argentina,1/7/2018,1445
Argentina,1/7/2019,127
Argentina,1/8/2016,6
Argentina,1/8/2017,4
Argentina,1/8/2018,7394
Argentina,1/8/2019,65
Argentina,1/9/2016,4
Argentina,1/9/2017,28
Argentina,1/9/2018,1379
Argentina,1/9/2019,137
Argentina,10/1/2016,8
Argentina,10/1/2017,1
Argentina,10/1/2018,119
Argentina,10/1/2019,8
Argentina,10/10/2016,2
Argentina,10/10/2017,0
Argentina,10/10/2018,232
Argentina,10/10/2019,22
Argentina,10/11/2016,4
Argentina,10/11/2017,0
Argentina,10/11/2018,448
Argentina,10/11/2019,42
Argentina,10/12/2016,2
Argentina,10/12/2017,0
Argentina,10/12/2018,103
Argentina,10/12/2019,35
Argentina,10/13/2016,2
Argentina,10/13/2017,0
Argentina,10/13/2018,63
Argentina,10/13/2019,20
Argentina,10/14/2016,3
Argentina,10/14/2017,16
Argentina,10/14/2018,74
Argentina,10/14/2019,23
Argentina,10/15/2016,1
Argentina,10/15/2017,248
Argentina,10/15/2018,104
Argentina,10/15/2019,14
Argentina,10/16/2016,1
Argentina,10/16/2017,1286
Argentina,10/16/2018,32
Argentina,10/16/2019,20
Argentina,10/17/2016,3
Argentina,10/17/2017,1668
Argentina,10/17/2018,135
Argentina,10/17/2019,18
Argentina,10/18/2016,5
Argentina,10/18/2017,667
Argentina,10/18/2018,59
Argentina,10/18/2019,8
Argentina,10/19/2016,3
Argentina,10/19/2017,403
Argentina,10/19/2018,83
Argentina,10/19/2019,3
Argentina,10/2/2016,3
Argentina,10/2/2017,0
Argentina,10/2/2018,131
Argentina,10/2/2019,14
Argentina,10/20/2016,1
Argentina,10/20/2017,275
Argentina,10/20/2018,93
Argentina,10/20/2019,7
Argentina,10/21/2016,5
Argentina,10/21/2017,139
Argentina,10/21/2018,143
Argentina,10/21/2019,23
Argentina,10/22/2016,2
Argentina,10/22/2017,258
Argentina,10/22/2018,91
Argentina,10/22/2019,15
Argentina,10/23/2016,1
Argentina,10/23/2017,108
Argentina,10/23/2018,61
Argentina,10/23/2019,12
Argentina,10/24/2016,2
Argentina,10/24/2017,137
Argentina,10/24/2018,127
Argentina,10/24/2019,26
Argentina,10/25/2016,2
Argentina,10/25/2017,261
Argentina,10/25/2018,30
Argentina,10/25/2019,10
Argentina,10/26/2016,4
Argentina,10/26/2017,107
Argentina,10/26/2018,77
Argentina,10/26/2019,11
Argentina,10/27/2016,3
Argentina,10/27/2017,130
Argentina,10/27/2018,112
Argentina,10/27/2019,10
Argentina,10/28/2016,1
Argentina,10/28/2017,30
Argentina,10/28/2018,44
Argentina,10/28/2019,13
Argentina,10/29/2016,3
Argentina,10/29/2017,46
Argentina,10/29/2018,42
Argentina,10/29/2019,14
Argentina,10/3/2016,1
Argentina,10/3/2017,0
Argentina,10/3/2018,136
Argentina,10/3/2019,9
Argentina,10/30/2016,2
Argentina,10/30/2017,50
Argentina,10/30/2018,16
Argentina,10/30/2019,16
Argentina,10/31/2016,4
Argentina,10/31/2017,20
Argentina,10/31/2018,32
Argentina,10/31/2019,18
Argentina,10/4/2016,7
Argentina,10/4/2017,0
Argentina,10/4/2018,512
Argentina,10/4/2019,17
Argentina,10/5/2016,0
Argentina,10/5/2017,1
Argentina,10/5/2018,267
Argentina,10/5/2019,16
Argentina,10/6/2016,1
Argentina,10/6/2017,2
Argentina,10/6/2018,119
Argentina,10/6/2019,13
Argentina,10/7/2016,4
Argentina,10/7/2017,0
Argentina,10/7/2018,60
Argentina,10/7/2019,23
Argentina,10/8/2016,2
Argentina,10/8/2017,2
Argentina,10/8/2018,64
Argentina,10/8/2019,13
Argentina,10/9/2016,1
Argentina,10/9/2017,0
Argentina,10/9/2018,26
Argentina,10/9/2019,21
Argentina,11/1/2016,0
Argentina,11/1/2017,32
Argentina,11/1/2018,50
Argentina,11/1/2019,10
Argentina,11/10/2016,1
Argentina,11/10/2017,133
Argentina,11/10/2018,32
Argentina,11/10/2019,36
Argentina,11/11/2016,0
Argentina,11/11/2017,98
Argentina,11/11/2018,20
Argentina,11/11/2019,44
Argentina,11/12/2016,5
Argentina,11/12/2017,76
Argentina,11/12/2018,24
Argentina,11/12/2019,23
Argentina,11/13/2016,0
Argentina,11/13/2017,302
Argentina,11/13/2018,32
Argentina,11/13/2019,15
Argentina,11/14/2016,3
Argentina,11/14/2017,104
Argentina,11/14/2018,54
Argentina,11/14/2019,7
Argentina,11/15/2016,2
Argentina,11/15/2017,59
Argentina,11/15/2018,32
Argentina,11/15/2019,236
Argentina,11/16/2016,3
Argentina,11/16/2017,107
Argentina,11/16/2018,31
Argentina,11/16/2019,33
Argentina,11/17/2016,0
Argentina,11/17/2017,79
Argentina,11/17/2018,24
Argentina,11/17/2019,18
Argentina,11/18/2016,1
Argentina,11/18/2017,118
Argentina,11/18/2018,26
Argentina,11/18/2019,17
Argentina,11/19/2016,0
Argentina,11/19/2017,56
Argentina,11/19/2018,66
Argentina,11/19/2019,23
Argentina,11/2/2016,1
Argentina,11/2/2017,43
Argentina,11/2/2018,58
Argentina,11/2/2019,23
Argentina,11/20/2016,1
Argentina,11/20/2017,167
Argentina,11/20/2018,38
Argentina,11/20/2019,10
Argentina,11/21/2016,3
Argentina,11/21/2017,117
Argentina,11/21/2018,20
Argentina,11/21/2019,41
Argentina,11/22/2016,0
Argentina,11/22/2017,135
Argentina,11/22/2018,27
Argentina,11/22/2019,57
Argentina,11/23/2016,4
Argentina,11/23/2017,46
Argentina,11/23/2018,26
Argentina,11/23/2019,23
Argentina,11/24/2016,2
Argentina,11/24/2017,95
Argentina,11/24/2018,36
Argentina,11/24/2019,7
Argentina,11/25/2016,0
Argentina,11/25/2017,154
Argentina,11/25/2018,218
Argentina,11/25/2019,40
Argentina,11/26/2016,1
Argentina,11/26/2017,118
Argentina,11/26/2018,125
Argentina,11/26/2019,15
Argentina,11/27/2016,2
Argentina,11/27/2017,50
Argentina,11/27/2018,110
Argentina,11/27/2019,12
Argentina,11/28/2016,2
Argentina,11/28/2017,109
Argentina,11/28/2018,40
Argentina,11/28/2019,12
Argentina,11/29/2016,1
Argentina,11/29/2017,85
Argentina,11/29/2018,90
Argentina,11/29/2019,28
Argentina,11/3/2016,0
Argentina,11/3/2017,51
Argentina,11/3/2018,30
Argentina,11/3/2019,8
Argentina,11/30/2016,3
Argentina,11/30/2017,61
Argentina,11/30/2018,83
Argentina,11/30/2019,17
Argentina,11/4/2016,4
Argentina,11/4/2017,32
Argentina,11/4/2018,82
Argentina,11/4/2019,17
Argentina,11/5/2016,5
Argentina,11/5/2017,69
Argentina,11/5/2018,32
Argentina,11/5/2019,26
Argentina,11/6/2016,1
Argentina,11/6/2017,62
Argentina,11/6/2018,54
Argentina,11/6/2019,11
Argentina,11/7/2016,2
Argentina,11/7/2017,67
Argentina,11/7/2018,51
Argentina,11/7/2019,15
Argentina,11/8/2016,4
Argentina,11/8/2017,66
Argentina,11/8/2018,58
Argentina,11/8/2019,16
Argentina,11/9/2016,32
Argentina,11/9/2017,198
Argentina,11/9/2018,54
Argentina,11/9/2019,8
Argentina,12/1/2016,2
Argentina,12/1/2017,63
Argentina,12/1/2018,34
Argentina,12/1/2019,6
Argentina,12/10/2016,0
Argentina,12/10/2017,84
Argentina,12/10/2018,183
Argentina,12/10/2019,
Argentina,12/11/2016,2
Argentina,12/11/2017,108
Argentina,12/11/2018,27873
Argentina,12/11/2019,
Argentina,12/12/2016,4
Argentina,12/12/2017,155
Argentina,12/12/2018,32270
Argentina,12/12/2019,
Argentina,12/13/2016,2
Argentina,12/13/2017,115
Argentina,12/13/2018,7989
Argentina,12/13/2019,
Argentina,12/14/2016,4
Argentina,12/14/2017,94
Argentina,12/14/2018,15302
Argentina,12/14/2019,
Argentina,12/15/2016,6
Argentina,12/15/2017,120
Argentina,12/15/2018,4609
Argentina,12/15/2019,
Argentina,12/16/2016,1
Argentina,12/16/2017,390
Argentina,12/16/2018,3023
Argentina,12/16/2019,
Argentina,12/17/2016,1
Argentina,12/17/2017,72
Argentina,12/17/2018,3881
Argentina,12/17/2019,
Argentina,12/18/2016,2
Argentina,12/18/2017,140
Argentina,12/18/2018,2675
Argentina,12/18/2019,
Argentina,12/19/2016,4
Argentina,12/19/2017,117
Argentina,12/19/2018,791
Argentina,12/19/2019,
Argentina,12/2/2016,3
Argentina,12/2/2017,68
Argentina,12/2/2018,42
Argentina,12/2/2019,16
Argentina,12/20/2016,1
Argentina,12/20/2017,778
Argentina,12/20/2018,275
Argentina,12/20/2019,
Argentina,12/21/2016,0
Argentina,12/21/2017,248
Argentina,12/21/2018,275
Argentina,12/21/2019,
Argentina,12/22/2016,1
Argentina,12/22/2017,83
Argentina,12/22/2018,183
Argentina,12/22/2019,
Argentina,12/23/2016,5
Argentina,12/23/2017,43
Argentina,12/23/2018,144
Argentina,12/23/2019,
Argentina,12/24/2016,15
Argentina,12/24/2017,42
Argentina,12/24/2018,131
Argentina,12/24/2019,
Argentina,12/25/2016,1
Argentina,12/25/2017,38
Argentina,12/25/2018,78
Argentina,12/26/2016,2
Argentina,12/26/2017,118
Argentina,12/26/2018,139
Argentina,12/27/2016,0
Argentina,12/27/2017,104
Argentina,12/27/2018,151
Argentina,12/28/2016,1
Argentina,12/28/2017,45
Argentina,12/28/2018,97
Argentina,12/29/2016,0
Argentina,12/29/2017,40
Argentina,12/29/2018,388
Argentina,12/3/2016,0
Argentina,12/3/2017,69
Argentina,12/3/2018,129
Argentina,12/3/2019,8
Argentina,12/30/2016,2
Argentina,12/30/2017,66
Argentina,12/30/2018,123
Argentina,12/31/2016,2
Argentina,12/31/2017,78
Argentina,12/31/2018,146
Argentina,12/4/2016,1
Argentina,12/4/2017,56
Argentina,12/4/2018,264
Argentina,12/4/2019,16
Argentina,12/5/2016,2
Argentina,12/5/2017,114
Argentina,12/5/2018,62
Argentina,12/5/2019,13
Argentina,12/6/2016,1
Argentina,12/6/2017,687
Argentina,12/6/2018,91
Argentina,12/6/2019,
Argentina,12/7/2016,1
Argentina,12/7/2017,354
Argentina,12/7/2018,77
Argentina,12/7/2019,
Argentina,12/8/2016,1
Argentina,12/8/2017,330
Argentina,12/8/2018,61
Argentina,12/8/2019,
Argentina,12/9/2016,25
Argentina,12/9/2017,145
Argentina,12/9/2018,91
Argentina,12/9/2019,
Argentina,2/1/2016,4
Argentina,2/1/2017,0
Argentina,2/1/2018,200
Argentina,2/1/2019,39
Argentina,2/10/2016,4
Argentina,2/10/2017,1
Argentina,2/10/2018,98
Argentina,2/10/2019,68
Argentina,2/11/2016,0
Argentina,2/11/2017,2
Argentina,2/11/2018,139
Argentina,2/11/2019,21
Argentina,2/12/2016,12
Argentina,2/12/2017,26
Argentina,2/12/2018,130
Argentina,2/12/2019,39
Argentina,2/13/2016,7
Argentina,2/13/2017,4
Argentina,2/13/2018,111
Argentina,2/13/2019,37
Argentina,2/14/2016,4
Argentina,2/14/2017,4
Argentina,2/14/2018,81
Argentina,2/14/2019,48
Argentina,2/15/2016,2
Argentina,2/15/2017,1
Argentina,2/15/2018,142
Argentina,2/15/2019,30
Argentina,2/16/2016,2
Argentina,2/16/2017,2
Argentina,2/16/2018,112
Argentina,2/16/2019,17
Argentina,2/17/2016,1
Argentina,2/17/2017,2
Argentina,2/17/2018,96
Argentina,2/17/2019,30
Argentina,2/18/2016,1
Argentina,2/18/2017,2
Argentina,2/18/2018,101
Argentina,2/18/2019,29
Argentina,2/19/2016,1
Argentina,2/19/2017,4
Argentina,2/19/2018,177
Argentina,2/19/2019,35
Argentina,2/2/2016,4
Argentina,2/2/2017,2
Argentina,2/2/2018,178
Argentina,2/2/2019,12
Argentina,2/20/2016,3
Argentina,2/20/2017,0
Argentina,2/20/2018,114
Argentina,2/20/2019,54
Argentina,2/21/2016,4
Argentina,2/21/2017,11
Argentina,2/21/2018,326
Argentina,2/21/2019,44
Argentina,2/22/2016,1
Argentina,2/22/2017,2
Argentina,2/22/2018,109
Argentina,2/22/2019,58
Argentina,2/23/2016,1
Argentina,2/23/2017,0
Argentina,2/23/2018,119
Argentina,2/23/2019,52
Argentina,2/24/2016,3
Argentina,2/24/2017,3
Argentina,2/24/2018,106
Argentina,2/24/2019,27
Argentina,2/25/2016,3
Argentina,2/25/2017,3
Argentina,2/25/2018,71
Argentina,2/25/2019,57
Argentina,2/26/2016,3
Argentina,2/26/2017,5
Argentina,2/26/2018,95
Argentina,2/26/2019,35
Argentina,2/27/2016,5
Argentina,2/27/2017,1
Argentina,2/27/2018,92
Argentina,2/27/2019,35
Argentina,2/28/2016,4
Argentina,2/28/2017,1
Argentina,2/28/2018,127
Argentina,2/28/2019,34
Argentina,2/29/2016,5
Argentina,2/3/2016,1
Argentina,2/3/2017,4
Argentina,2/3/2018,142
Argentina,2/3/2019,20
Argentina,2/4/2016,0
Argentina,2/4/2017,10
Argentina,2/4/2018,140
Argentina,2/4/2019,43
Argentina,2/5/2016,4
Argentina,2/5/2017,14
Argentina,2/5/2018,88
Argentina,2/5/2019,56
Argentina,2/6/2016,4
Argentina,2/6/2017,2
Argentina,2/6/2018,169
Argentina,2/6/2019,27
Argentina,2/7/2016,1
Argentina,2/7/2017,0
Argentina,2/7/2018,211
Argentina,2/7/2019,29
Argentina,2/8/2016,3
Argentina,2/8/2017,7
Argentina,2/8/2018,101
Argentina,2/8/2019,43
Argentina,2/9/2016,2
Argentina,2/9/2017,1
Argentina,2/9/2018,149
Argentina,2/9/2019,34
Argentina,3/1/2016,2
Argentina,3/1/2017,1
Argentina,3/1/2018,79
Argentina,3/1/2019,44
Argentina,3/10/2016,8
Argentina,3/10/2017,2
Argentina,3/10/2018,115
Argentina,3/10/2019,44
Argentina,3/11/2016,0
Argentina,3/11/2017,1
Argentina,3/11/2018,128
Argentina,3/11/2019,42
Argentina,3/12/2016,2
Argentina,3/12/2017,1
Argentina,3/12/2018,80
Argentina,3/12/2019,19
Argentina,3/13/2016,3
Argentina,3/13/2017,4
Argentina,3/13/2018,101
Argentina,3/13/2019,97
Argentina,3/14/2016,1
Argentina,3/14/2017,0
Argentina,3/14/2018,176
Argentina,3/14/2019,70
Argentina,3/15/2016,6
Argentina,3/15/2017,0
Argentina,3/15/2018,83
Argentina,3/15/2019,34
Argentina,3/16/2016,8
Argentina,3/16/2017,2
Argentina,3/16/2018,120
Argentina,3/16/2019,20
Argentina,3/17/2016,6
Argentina,3/17/2017,2
Argentina,3/17/2018,101
Argentina,3/17/2019,46
Argentina,3/18/2016,4
Argentina,3/18/2017,1
Argentina,3/18/2018,106
Argentina,3/18/2019,33
Argentina,3/19/2016,4
Argentina,3/19/2017,0
Argentina,3/19/2018,71
Argentina,3/19/2019,37
Argentina,3/2/2016,1
Argentina,3/2/2017,2
Argentina,3/2/2018,34
Argentina,3/2/2019,51
Argentina,3/20/2016,3
Argentina,3/20/2017,0
Argentina,3/20/2018,103
Argentina,3/20/2019,34
Argentina,3/21/2016,5
Argentina,3/21/2017,1
Argentina,3/21/2018,139
Argentina,3/21/2019,26
Argentina,3/22/2016,4
Argentina,3/22/2017,3
Argentina,3/22/2018,78
Argentina,3/22/2019,32
Argentina,3/23/2016,5
Argentina,3/23/2017,1
Argentina,3/23/2018,125
Argentina,3/23/2019,23
Argentina,3/24/2016,5
Argentina,3/24/2017,1
Argentina,3/24/2018,79
Argentina,3/24/2019,28
Argentina,3/25/2016,2
Argentina,3/25/2017,1
Argentina,3/25/2018,86
Argentina,3/25/2019,52
Argentina,3/26/2016,2
Argentina,3/26/2017,2
Argentina,3/26/2018,38
Argentina,3/26/2019,42
Argentina,3/27/2016,1
Argentina,3/27/2017,1
Argentina,3/27/2018,105
Argentina,3/27/2019,61
Argentina,3/28/2016,3
Argentina,3/28/2017,1
Argentina,3/28/2018,89
Argentina,3/28/2019,63
Argentina,3/29/2016,1
Argentina,3/29/2017,0
Argentina,3/29/2018,42
Argentina,3/29/2019,51
Argentina,3/3/2016,1
Argentina,3/3/2017,3
Argentina,3/3/2018,145
Argentina,3/3/2019,32
Argentina,3/30/2016,2
Argentina,3/30/2017,1
Argentina,3/30/2018,69
Argentina,3/30/2019,90
Argentina,3/31/2016,3
Argentina,3/31/2017,3
Argentina,3/31/2018,86
Argentina,3/31/2019,33
Argentina,3/4/2016,1
Argentina,3/4/2017,3
Argentina,3/4/2018,309
Argentina,3/4/2019,164
Argentina,3/5/2016,1
Argentina,3/5/2017,5
Argentina,3/5/2018,752
Argentina,3/5/2019,231
Argentina,3/6/2016,2
Argentina,3/6/2017,2
Argentina,3/6/2018,148
Argentina,3/6/2019,126
Argentina,3/7/2016,8
Argentina,3/7/2017,1
Argentina,3/7/2018,234
Argentina,3/7/2019,53
Argentina,3/8/2016,3
Argentina,3/8/2017,1
Argentina,3/8/2018,765
Argentina,3/8/2019,71
Argentina,3/9/2016,3
Argentina,3/9/2017,3
Argentina,3/9/2018,467
Argentina,3/9/2019,54
Argentina,4/1/2016,22
Argentina,4/1/2017,2
Argentina,4/1/2018,72
Argentina,4/1/2019,158
Argentina,4/10/2016,7
Argentina,4/10/2017,0
Argentina,4/10/2018,77
Argentina,4/10/2019,93
Argentina,4/11/2016,5
Argentina,4/11/2017,2
Argentina,4/11/2018,30
Argentina,4/11/2019,62
Argentina,4/12/2016,4
Argentina,4/12/2017,1
Argentina,4/12/2018,21
Argentina,4/12/2019,44
Argentina,4/13/2016,7
Argentina,4/13/2017,1
Argentina,4/13/2018,65
Argentina,4/13/2019,24
Argentina,4/14/2016,2
Argentina,4/14/2017,1
Argentina,4/14/2018,50
Argentina,4/14/2019,30
Argentina,4/15/2016,7
Argentina,4/15/2017,0
Argentina,4/15/2018,40
Argentina,4/15/2019,22
Argentina,4/16/2016,5
Argentina,4/16/2017,3
Argentina,4/16/2018,130
Argentina,4/16/2019,25
Argentina,4/17/2016,4
Argentina,4/17/2017,0
Argentina,4/17/2018,49
Argentina,4/17/2019,35
Argentina,4/18/2016,3
Argentina,4/18/2017,4
Argentina,4/18/2018,27
Argentina,4/18/2019,32
Argentina,4/19/2016,1
Argentina,4/19/2017,0
Argentina,4/19/2018,57
Argentina,4/19/2019,24
Argentina,4/2/2016,8
Argentina,4/2/2017,0
Argentina,4/2/2018,44
Argentina,4/2/2019,119
Argentina,4/20/2016,2
Argentina,4/20/2017,0
Argentina,4/20/2018,46
Argentina,4/20/2019,24
Argentina,4/21/2016,2
Argentina,4/21/2017,3
Argentina,4/21/2018,21
Argentina,4/21/2019,14
Argentina,4/22/2016,0
Argentina,4/22/2017,0
Argentina,4/22/2018,10
Argentina,4/22/2019,24
Argentina,4/23/2016,9
Argentina,4/23/2017,0
Argentina,4/23/2018,55
Argentina,4/23/2019,16
Argentina,4/24/2016,8
Argentina,4/24/2017,1
Argentina,4/24/2018,91
Argentina,4/24/2019,19
Argentina,4/25/2016,1
Argentina,4/25/2017,1
Argentina,4/25/2018,36
Argentina,4/25/2019,24
Argentina,4/26/2016,4
Argentina,4/26/2017,5
Argentina,4/26/2018,89
Argentina,4/26/2019,44
Argentina,4/27/2016,4
Argentina,4/27/2017,3
Argentina,4/27/2018,760
Argentina,4/27/2019,21
Argentina,4/28/2016,2
Argentina,4/28/2017,3
Argentina,4/28/2018,8726
Argentina,4/28/2019,32
Argentina,4/29/2016,6
Argentina,4/29/2017,2
Argentina,4/29/2018,37107
Argentina,4/29/2019,25
Argentina,4/3/2016,9
Argentina,4/3/2017,2
Argentina,4/3/2018,78
Argentina,4/3/2019,139
Argentina,4/30/2016,3
Argentina,4/30/2017,1
Argentina,4/30/2018,64348
Argentina,4/30/2019,19
Argentina,4/4/2016,4
Argentina,4/4/2017,0
Argentina,4/4/2018,97
Argentina,4/4/2019,124
Argentina,4/5/2016,7
Argentina,4/5/2017,2
Argentina,4/5/2018,37
Argentina,4/5/2019,68
Argentina,4/6/2016,4
Argentina,4/6/2017,1
Argentina,4/6/2018,56
Argentina,4/6/2019,58
Argentina,4/7/2016,3
Argentina,4/7/2017,5
Argentina,4/7/2018,62
Argentina,4/7/2019,47
Argentina,4/8/2016,3
Argentina,4/8/2017,1
Argentina,4/8/2018,96
Argentina,4/8/2019,52
Argentina,4/9/2016,1
Argentina,4/9/2017,0
Argentina,4/9/2018,193
Argentina,4/9/2019,66
Argentina,5/1/2016,3
Argentina,5/1/2017,0
Argentina,5/1/2018,33260
Argentina,5/1/2019,44
Argentina,5/10/2016,29
Argentina,5/10/2017,0
Argentina,5/10/2018,797
Argentina,5/10/2019,27
Argentina,5/11/2016,16
Argentina,5/11/2017,1
Argentina,5/11/2018,280
Argentina,5/11/2019,11
Argentina,5/12/2016,13
Argentina,5/12/2017,0
Argentina,5/12/2018,139
Argentina,5/12/2019,10
Argentina,5/13/2016,20
Argentina,5/13/2017,1
Argentina,5/13/2018,116
Argentina,5/13/2019,87
Argentina,5/14/2016,10
Argentina,5/14/2017,1
Argentina,5/14/2018,84
Argentina,5/14/2019,55
Argentina,5/15/2016,6
Argentina,5/15/2017,0
Argentina,5/15/2018,112
Argentina,5/15/2019,19
Argentina,5/16/2016,10
Argentina,5/16/2017,2
Argentina,5/16/2018,68
Argentina,5/16/2019,15
Argentina,5/17/2016,3
Argentina,5/17/2017,1
Argentina,5/17/2018,90
Argentina,5/17/2019,29
Argentina,5/18/2016,6
Argentina,5/18/2017,0
Argentina,5/18/2018,64
Argentina,5/18/2019,13
Argentina,5/19/2016,9
Argentina,5/19/2017,1
Argentina,5/19/2018,56
Argentina,5/19/2019,48
Argentina,5/2/2016,16
Argentina,5/2/2017,0
Argentina,5/2/2018,10990
Argentina,5/2/2019,12
Argentina,5/20/2016,9
Argentina,5/20/2017,2
Argentina,5/20/2018,143
Argentina,5/20/2019,36
Argentina,5/21/2016,9
Argentina,5/21/2017,6
Argentina,5/21/2018,130
Argentina,5/21/2019,24
Argentina,5/22/2016,2
Argentina,5/22/2017,2
Argentina,5/22/2018,119
Argentina,5/22/2019,26
Argentina,5/23/2016,3
Argentina,5/23/2017,3
Argentina,5/23/2018,71
Argentina,5/23/2019,35
Argentina,5/24/2016,31
Argentina,5/24/2017,2
Argentina,5/24/2018,162
Argentina,5/24/2019,49
Argentina,5/25/2016,9
Argentina,5/25/2017,0
Argentina,5/25/2018,108
Argentina,5/25/2019,17
Argentina,5/26/2016,6
Argentina,5/26/2017,0
Argentina,5/26/2018,23
Argentina,5/26/2019,8
Argentina,5/27/2016,5
Argentina,5/27/2017,0
Argentina,5/27/2018,56
Argentina,5/27/2019,26
Argentina,5/28/2016,6
Argentina,5/28/2017,4
Argentina,5/28/2018,58
Argentina,5/28/2019,25
Argentina,5/29/2016,9
Argentina,5/29/2017,3
Argentina,5/29/2018,70
Argentina,5/29/2019,15
Argentina,5/3/2016,4
Argentina,5/3/2017,2
Argentina,5/3/2018,3915
Argentina,5/3/2019,14
Argentina,5/30/2016,18
Argentina,5/30/2017,2
Argentina,5/30/2018,53
Argentina,5/30/2019,16
Argentina,5/31/2016,1
Argentina,5/31/2017,0
Argentina,5/31/2018,76
Argentina,5/31/2019,15
Argentina,5/4/2016,9
Argentina,5/4/2017,0
Argentina,5/4/2018,2001
Argentina,5/4/2019,23
Argentina,5/5/2016,18
Argentina,5/5/2017,7
Argentina,5/5/2018,882
Argentina,5/5/2019,59
Argentina,5/6/2016,11
Argentina,5/6/2017,1
Argentina,5/6/2018,513
Argentina,5/6/2019,23
Argentina,5/7/2016,12
Argentina,5/7/2017,1
Argentina,5/7/2018,305
Argentina,5/7/2019,21
Argentina,5/8/2016,16
Argentina,5/8/2017,2
Argentina,5/8/2018,407
Argentina,5/8/2019,5
Argentina,5/9/2016,30
Argentina,5/9/2017,0
Argentina,5/9/2018,468
Argentina,5/9/2019,5
Argentina,6/1/2016,4
Argentina,6/1/2017,1
Argentina,6/1/2018,63
Argentina,6/1/2019,7
Argentina,6/10/2016,39
Argentina,6/10/2017,1
Argentina,6/10/2018,39
Argentina,6/10/2019,25
Argentina,6/11/2016,14
Argentina,6/11/2017,0
Argentina,6/11/2018,27
Argentina,6/11/2019,16
Argentina,6/12/2016,15
Argentina,6/12/2017,0
Argentina,6/12/2018,8
Argentina,6/12/2019,23
Argentina,6/13/2016,4
Argentina,6/13/2017,2
Argentina,6/13/2018,31
Argentina,6/13/2019,25
Argentina,6/14/2016,19
Argentina,6/14/2017,0
Argentina,6/14/2018,49
Argentina,6/14/2019,17
Argentina,6/15/2016,11
Argentina,6/15/2017,1
Argentina,6/15/2018,21
Argentina,6/15/2019,40
Argentina,6/16/2016,7
Argentina,6/16/2017,3
Argentina,6/16/2018,68
Argentina,6/16/2019,22
Argentina,6/17/2016,7
Argentina,6/17/2017,4
Argentina,6/17/2018,41
Argentina,6/17/2019,12
Argentina,6/18/2016,9
Argentina,6/18/2017,2
Argentina,6/18/2018,23
Argentina,6/18/2019,20
Argentina,6/19/2016,6
Argentina,6/19/2017,1
Argentina,6/19/2018,23
Argentina,6/19/2019,16
Argentina,6/2/2016,6
Argentina,6/2/2017,0
Argentina,6/2/2018,62
Argentina,6/2/2019,5
Argentina,6/20/2016,3
Argentina,6/20/2017,0
Argentina,6/20/2018,40
Argentina,6/20/2019,14
Argentina,6/21/2016,4
Argentina,6/21/2017,4
Argentina,6/21/2018,33
Argentina,6/21/2019,28
Argentina,6/22/2016,6
Argentina,6/22/2017,2
Argentina,6/22/2018,67
Argentina,6/22/2019,7
Argentina,6/23/2016,3
Argentina,6/23/2017,1
Argentina,6/23/2018,41
Argentina,6/23/2019,4
Argentina,6/24/2016,2
Argentina,6/24/2017,4
Argentina,6/24/2018,18
Argentina,6/24/2019,21
Argentina,6/25/2016,3
Argentina,6/25/2017,3
Argentina,6/25/2018,26
Argentina,6/25/2019,34
Argentina,6/26/2016,5
